"Year","Week","Offense","n"
2016,4,"Gr. Larceny",596
2016,4,"Misd. Assault",827
2016,4,"Murder",5
2016,4,"Petit Larceny",1230
2016,4,"Rape",13
2016,4,"Robbery",281
2016,5,"Burglary",260
2016,5,"Fel. Assault",399
2016,5,"G.L.A.",107
2016,5,"Gr. Larceny",844
2016,5,"Misd. Assault",938
2016,5,"Petit Larceny",1405
2016,5,"Rape",26
2016,5,"Robbery",322
2016,6,"Burglary",239
2016,6,"Fel. Assault",338
2016,6,"G.L.A.",99
2016,6,"Gr. Larceny",769
2016,6,"Misd. Assault",877
2016,6,"Murder",7
2016,6,"Petit Larceny",1384
2016,6,"Rape",17
2016,6,"Robbery",260
2016,7,"Burglary",219
2016,7,"Fel. Assault",269
2016,7,"G.L.A.",98
2016,7,"Gr. Larceny",690
2016,7,"Misd. Assault",809
2016,7,"Murder",6
2016,7,"Petit Larceny",1312
2016,7,"Rape",27
2016,7,"Robbery",227
2016,8,"Burglary",239
2016,8,"Fel. Assault",347
2016,8,"G.L.A.",100
2016,8,"Gr. Larceny",752
2016,8,"Misd. Assault",953
2016,8,"Murder",3
2016,8,"Petit Larceny",1306
2016,8,"Rape",28
2016,8,"Robbery",283
2016,9,"Burglary",227
2016,9,"Fel. Assault",346
2016,9,"G.L.A.",106
2016,9,"Gr. Larceny",824
2016,9,"Misd. Assault",942
2016,9,"Murder",1
2016,9,"Petit Larceny",1383
2016,9,"Rape",31
2016,9,"Robbery",273
2016,10,"Burglary",233
2016,10,"Fel. Assault",372
2016,10,"G.L.A.",83
2016,10,"Gr. Larceny",770
2016,10,"Misd. Assault",1004
2016,10,"Murder",11
2016,10,"Petit Larceny",1446
2016,10,"Rape",19
2016,10,"Robbery",263
2016,11,"Burglary",250
2016,11,"Fel. Assault",390
2016,11,"G.L.A.",92
2016,11,"Gr. Larceny",822
2016,11,"Misd. Assault",1041
2016,11,"Murder",8
2016,11,"Petit Larceny",1396
2016,11,"Rape",19
2016,11,"Robbery",245
2016,12,"Burglary",231
2016,12,"Fel. Assault",365
2016,12,"G.L.A.",107
2016,12,"Gr. Larceny",789
2016,12,"Misd. Assault",956
2016,12,"Murder",5
2016,12,"Petit Larceny",1417
2016,12,"Rape",28
2016,12,"Robbery",266
2016,13,"Burglary",223
2016,13,"Fel. Assault",366
2016,13,"G.L.A.",89
2016,13,"Gr. Larceny",775
2016,13,"Misd. Assault",1046
2016,13,"Murder",1
2016,13,"Petit Larceny",1516
2016,13,"Rape",23
2016,13,"Robbery",271
2016,14,"Burglary",233
2016,14,"Fel. Assault",339
2016,14,"G.L.A.",105
2016,14,"Gr. Larceny",816
2016,14,"Misd. Assault",969
2016,14,"Murder",4
2016,14,"Petit Larceny",1442
2016,14,"Rape",41
2016,14,"Robbery",307
2016,15,"Burglary",231
2016,15,"Fel. Assault",356
2016,15,"G.L.A.",101
2016,15,"Gr. Larceny",813
2016,15,"Misd. Assault",932
2016,15,"Murder",7
2016,15,"Petit Larceny",1532
2016,15,"Rape",25
2016,15,"Robbery",290
2016,16,"Burglary",252
2016,16,"Fel. Assault",427
2016,16,"G.L.A.",105
2016,16,"Gr. Larceny",846
2016,16,"Misd. Assault",1060
2016,16,"Murder",9
2016,16,"Petit Larceny",1614
2016,16,"Rape",22
2016,16,"Robbery",271
2016,17,"Burglary",224
2016,17,"Fel. Assault",387
2016,17,"G.L.A.",104
2016,17,"Gr. Larceny",809
2016,17,"Misd. Assault",1016
2016,17,"Murder",5
2016,17,"Petit Larceny",1590
2016,17,"Rape",22
2016,17,"Robbery",267
2016,18,"Burglary",241
2016,18,"Fel. Assault",347
2016,18,"G.L.A.",106
2016,18,"Gr. Larceny",833
2016,18,"Misd. Assault",995
2016,18,"Murder",4
2016,18,"Petit Larceny",1466
2016,18,"Rape",47
2016,18,"Robbery",246
2016,19,"Burglary",252
2016,19,"Fel. Assault",398
2016,19,"G.L.A.",129
2016,19,"Gr. Larceny",882
2016,19,"Misd. Assault",1042
2016,19,"Murder",9
2016,19,"Petit Larceny",1544
2016,19,"Rape",25
2016,19,"Robbery",288
2016,20,"Burglary",238
2016,20,"Fel. Assault",384
2016,20,"G.L.A.",108
2016,20,"Gr. Larceny",839
2016,20,"Misd. Assault",1134
2016,20,"Murder",8
2016,20,"Petit Larceny",1667
2016,20,"Rape",24
2016,20,"Robbery",314
2016,21,"Burglary",255
2016,21,"Fel. Assault",437
2016,21,"G.L.A.",152
2016,21,"Gr. Larceny",857
2016,21,"Misd. Assault",1164
2016,21,"Murder",4
2016,21,"Petit Larceny",1589
2016,21,"Rape",15
2016,21,"Robbery",303
2016,22,"Burglary",234
2016,22,"Fel. Assault",488
2016,22,"G.L.A.",158
2016,22,"Gr. Larceny",911
2016,22,"Misd. Assault",1202
2016,22,"Murder",8
2016,22,"Petit Larceny",1653
2016,22,"Rape",63
2016,22,"Robbery",294
2016,23,"Burglary",260
2016,23,"Fel. Assault",388
2016,23,"G.L.A.",132
2016,23,"Gr. Larceny",837
2016,23,"Misd. Assault",1068
2016,23,"Murder",6
2016,23,"Petit Larceny",1663
2016,23,"Rape",28
2016,23,"Robbery",299
2016,24,"Burglary",239
2016,24,"Fel. Assault",421
2016,24,"G.L.A.",136
2016,24,"Gr. Larceny",857
2016,24,"Misd. Assault",1098
2016,24,"Murder",10
2016,24,"Petit Larceny",1676
2016,24,"Rape",23
2016,24,"Robbery",274
2016,25,"Burglary",252
2016,25,"Fel. Assault",435
2016,25,"G.L.A.",124
2016,25,"Gr. Larceny",854
2016,25,"Misd. Assault",1147
2016,25,"Murder",8
2016,25,"Petit Larceny",1656
2016,25,"Rape",23
2016,25,"Robbery",307
2016,26,"Burglary",264
2016,26,"Fel. Assault",518
2016,26,"G.L.A.",134
2016,26,"Gr. Larceny",914
2016,26,"Misd. Assault",1134
2016,26,"Murder",8
2016,26,"Petit Larceny",1618
2016,26,"Rape",33
2016,26,"Robbery",305
2016,27,"Burglary",231
2016,27,"Fel. Assault",465
2016,27,"G.L.A.",120
2016,27,"Gr. Larceny",886
2016,27,"Misd. Assault",1101
2016,27,"Murder",6
2016,27,"Petit Larceny",1617
2016,27,"Rape",51
2016,27,"Robbery",309
2016,28,"Burglary",262
2016,28,"Fel. Assault",440
2016,28,"G.L.A.",138
2016,28,"Gr. Larceny",885
2016,28,"Misd. Assault",994
2016,28,"Murder",3
2016,28,"Petit Larceny",1564
2016,28,"Rape",28
2016,28,"Robbery",297
2016,29,"Burglary",264
2016,29,"Fel. Assault",503
2016,29,"G.L.A.",163
2016,29,"Gr. Larceny",912
2016,29,"Misd. Assault",1090
2016,29,"Murder",12
2016,29,"Petit Larceny",1681
2016,29,"Rape",30
2016,29,"Robbery",302
2016,30,"Burglary",276
2016,30,"Fel. Assault",513
2016,30,"G.L.A.",127
2016,30,"Gr. Larceny",892
2016,30,"Misd. Assault",1131
2016,30,"Murder",10
2016,30,"Petit Larceny",1738
2016,30,"Rape",38
2016,30,"Robbery",347
2016,31,"Burglary",254
2016,31,"Fel. Assault",440
2016,31,"G.L.A.",145
2016,31,"Gr. Larceny",882
2016,31,"Misd. Assault",977
2016,31,"Murder",12
2016,31,"Petit Larceny",1600
2016,31,"Rape",37
2016,31,"Robbery",295
2016,32,"Burglary",249
2016,32,"Fel. Assault",479
2016,32,"G.L.A.",151
2016,32,"Gr. Larceny",873
2016,32,"Misd. Assault",1078
2016,32,"Murder",8
2016,32,"Petit Larceny",1717
2016,32,"Rape",29
2016,32,"Robbery",333
2016,33,"Burglary",278
2016,33,"Fel. Assault",469
2016,33,"G.L.A.",146
2016,33,"Gr. Larceny",884
2016,33,"Misd. Assault",1076
2016,33,"Murder",9
2016,33,"Petit Larceny",1643
2016,33,"Rape",38
2016,33,"Robbery",318
2016,34,"Burglary",274
2016,34,"Fel. Assault",482
2016,34,"G.L.A.",163
2016,34,"Gr. Larceny",876
2016,34,"Misd. Assault",1035
2016,34,"Murder",5
2016,34,"Petit Larceny",1793
2016,34,"Rape",27
2016,34,"Robbery",357
2016,35,"Burglary",268
2016,35,"Fel. Assault",435
2016,35,"G.L.A.",154
2016,35,"Gr. Larceny",943
2016,35,"Misd. Assault",1058
2016,35,"Murder",8
2016,35,"Petit Larceny",1774
2016,35,"Rape",35
2016,35,"Robbery",287
2016,36,"Burglary",242
2016,36,"Fel. Assault",462
2016,36,"G.L.A.",150
2016,36,"Gr. Larceny",914
2016,36,"Misd. Assault",1022
2016,36,"Murder",13
2016,36,"Petit Larceny",1622
2016,36,"Rape",16
2016,36,"Robbery",307
2016,37,"Burglary",253
2016,37,"Fel. Assault",425
2016,37,"G.L.A.",124
2016,37,"Gr. Larceny",817
2016,37,"Misd. Assault",1055
2016,37,"Murder",4
2016,37,"Petit Larceny",1608
2016,37,"Rape",31
2016,37,"Robbery",297
2016,38,"Burglary",241
2016,38,"Fel. Assault",422
2016,38,"G.L.A.",143
2016,38,"Gr. Larceny",806
2016,38,"Misd. Assault",1036
2016,38,"Murder",4
2016,38,"Petit Larceny",1688
2016,38,"Rape",23
2016,38,"Robbery",319
2016,39,"Burglary",234
2016,39,"Fel. Assault",401
2016,39,"G.L.A.",140
2016,39,"Gr. Larceny",828
2016,39,"Misd. Assault",1001
2016,39,"Murder",11
2016,39,"Petit Larceny",1613
2016,39,"Rape",26
2016,39,"Robbery",325
2016,40,"Burglary",276
2016,40,"Fel. Assault",343
2016,40,"G.L.A.",120
2016,40,"Gr. Larceny",933
2016,40,"Misd. Assault",906
2016,40,"Murder",12
2016,40,"Petit Larceny",1587
2016,40,"Rape",39
2016,40,"Robbery",280
2016,41,"Burglary",247
2016,41,"Fel. Assault",379
2016,41,"G.L.A.",114
2016,41,"Gr. Larceny",840
2016,41,"Misd. Assault",969
2016,41,"Murder",4
2016,41,"Petit Larceny",1521
2016,41,"Rape",19
2016,41,"Robbery",331
2016,42,"Burglary",260
2016,42,"Fel. Assault",427
2016,42,"G.L.A.",145
2016,42,"Gr. Larceny",932
2016,42,"Misd. Assault",1031
2016,42,"Murder",4
2016,42,"Petit Larceny",1722
2016,42,"Rape",34
2016,42,"Robbery",312
2016,43,"Burglary",272
2016,43,"Fel. Assault",393
2016,43,"G.L.A.",130
2016,43,"Gr. Larceny",883
2016,43,"Misd. Assault",983
2016,43,"Murder",2
2016,43,"Petit Larceny",1563
2016,43,"Rape",20
2016,43,"Robbery",289
2016,44,"Burglary",247
2016,44,"Fel. Assault",422
2016,44,"G.L.A.",155
2016,44,"Gr. Larceny",1072
2016,44,"Misd. Assault",1131
2016,44,"Murder",7
2016,44,"Petit Larceny",1588
2016,44,"Rape",33
2016,44,"Robbery",344
2016,45,"Burglary",240
2016,45,"Fel. Assault",389
2016,45,"G.L.A.",115
2016,45,"Gr. Larceny",881
2016,45,"Misd. Assault",917
2016,45,"Murder",3
2016,45,"Petit Larceny",1560
2016,45,"Rape",23
2016,45,"Robbery",300
2016,46,"Burglary",243
2016,46,"Fel. Assault",372
2016,46,"G.L.A.",135
2016,46,"Gr. Larceny",886
2016,46,"Misd. Assault",897
2016,46,"Murder",2
2016,46,"Petit Larceny",1459
2016,46,"Rape",19
2016,46,"Robbery",291
2016,47,"Burglary",297
2016,47,"Fel. Assault",349
2016,47,"G.L.A.",123
2016,47,"Gr. Larceny",843
2016,47,"Misd. Assault",981
2016,47,"Murder",6
2016,47,"Petit Larceny",1433
2016,47,"Rape",24
2016,47,"Robbery",269
2016,48,"Burglary",236
2016,48,"Fel. Assault",356
2016,48,"G.L.A.",125
2016,48,"Gr. Larceny",962
2016,48,"Misd. Assault",876
2016,48,"Murder",10
2016,48,"Petit Larceny",1626
2016,48,"Rape",25
2016,48,"Robbery",330
2016,49,"Burglary",248
2016,49,"Fel. Assault",354
2016,49,"G.L.A.",107
2016,49,"Gr. Larceny",901
2016,49,"Misd. Assault",950
2016,49,"Murder",4
2016,49,"Petit Larceny",1635
2016,49,"Rape",18
2016,49,"Robbery",328
2016,50,"Burglary",268
2016,50,"Fel. Assault",379
2016,50,"G.L.A.",88
2016,50,"Gr. Larceny",954
2016,50,"Misd. Assault",885
2016,50,"Murder",7
2016,50,"Petit Larceny",1496
2016,50,"Rape",27
2016,50,"Robbery",304
2016,51,"Burglary",282
2016,51,"Fel. Assault",323
2016,51,"G.L.A.",92
2016,51,"Gr. Larceny",882
2016,51,"Misd. Assault",909
2016,51,"Murder",5
2016,51,"Petit Larceny",1611
2016,51,"Rape",21
2016,51,"Robbery",283
2016,52,"Burglary",229
2016,52,"Fel. Assault",369
2016,52,"G.L.A.",85
2016,52,"Gr. Larceny",819
2016,52,"Misd. Assault",896
2016,52,"Murder",5
2016,52,"Petit Larceny",1449
2016,52,"Rape",31
2016,52,"Robbery",299
2017,1,"Burglary",220
2017,1,"Fel. Assault",423
2017,1,"G.L.A.",91
2017,1,"Gr. Larceny",884
2017,1,"Misd. Assault",971
2017,1,"Murder",7
2017,1,"Petit Larceny",1409
2017,1,"Rape",54
2017,1,"Robbery",301
2017,2,"Burglary",255
2017,2,"Fel. Assault",326
2017,2,"G.L.A.",93
2017,2,"Gr. Larceny",726
2017,2,"Misd. Assault",898
2017,2,"Murder",3
2017,2,"Petit Larceny",1406
2017,2,"Rape",18
2017,2,"Robbery",248
2017,3,"Burglary",253
2017,3,"Fel. Assault",360
2017,3,"G.L.A.",109
2017,3,"Gr. Larceny",814
2017,3,"Misd. Assault",891
2017,3,"Murder",2
2017,3,"Petit Larceny",1555
2017,3,"Rape",24
2017,3,"Robbery",290
2017,4,"Burglary",261
2017,4,"Fel. Assault",376
2017,4,"G.L.A.",101
2017,4,"Gr. Larceny",780
2017,4,"Misd. Assault",933
2017,4,"Murder",8
2017,4,"Petit Larceny",1503
2017,4,"Rape",18
2017,4,"Robbery",319
2017,5,"Burglary",223
2017,5,"Fel. Assault",365
2017,5,"G.L.A.",85
2017,5,"Gr. Larceny",749
2017,5,"Misd. Assault",841
2017,5,"Murder",5
2017,5,"Petit Larceny",1463
2017,5,"Rape",28
2017,5,"Robbery",249
2017,6,"Burglary",234
2017,6,"Fel. Assault",360
2017,6,"G.L.A.",105
2017,6,"Gr. Larceny",682
2017,6,"Misd. Assault",936
2017,6,"Murder",4
2017,6,"Petit Larceny",1312
2017,6,"Rape",24
2017,6,"Robbery",231
2017,7,"Burglary",220
2017,7,"Fel. Assault",318
2017,7,"G.L.A.",105
2017,7,"Gr. Larceny",744
2017,7,"Misd. Assault",935
2017,7,"Murder",4
2017,7,"Petit Larceny",1385
2017,7,"Rape",14
2017,7,"Robbery",251
2017,8,"Burglary",223
2017,8,"Fel. Assault",358
2017,8,"G.L.A.",92
2017,8,"Gr. Larceny",770
2017,8,"Misd. Assault",951
2017,8,"Murder",3
2017,8,"Petit Larceny",1371
2017,8,"Rape",22
2017,8,"Robbery",264
2017,9,"Burglary",191
2017,9,"Fel. Assault",353
2017,9,"G.L.A.",105
2017,9,"Gr. Larceny",831
2017,9,"Misd. Assault",939
2017,9,"Murder",3
2017,9,"Petit Larceny",1446
2017,9,"Rape",26
2017,9,"Robbery",197
2017,10,"Burglary",190
2017,10,"Fel. Assault",349
2017,10,"G.L.A.",102
2017,10,"Gr. Larceny",731
2017,10,"Misd. Assault",903
2017,10,"Murder",2
2017,10,"Petit Larceny",1350
2017,10,"Rape",23
2017,10,"Robbery",221
2017,11,"Burglary",201
2017,11,"Fel. Assault",326
2017,11,"G.L.A.",67
2017,11,"Gr. Larceny",727
2017,11,"Misd. Assault",824
2017,11,"Murder",6
2017,11,"Petit Larceny",1149
2017,11,"Rape",22
2017,11,"Robbery",184
2017,12,"Burglary",231
2017,12,"Fel. Assault",405
2017,12,"G.L.A.",96
2017,12,"Gr. Larceny",742
2017,12,"Misd. Assault",918
2017,12,"Murder",4
2017,12,"Petit Larceny",1407
2017,12,"Rape",12
2017,12,"Robbery",259
2017,13,"Burglary",227
2017,13,"Fel. Assault",326
2017,13,"G.L.A.",82
2017,13,"Gr. Larceny",798
2017,13,"Misd. Assault",866
2017,13,"Murder",6
2017,13,"Petit Larceny",1398
2017,13,"Rape",38
2017,13,"Robbery",242
2017,14,"Burglary",239
2017,14,"Fel. Assault",360
2017,14,"G.L.A.",73
2017,14,"Gr. Larceny",797
2017,14,"Misd. Assault",962
2017,14,"Murder",3
2017,14,"Petit Larceny",1359
2017,14,"Rape",23
2017,14,"Robbery",249
2017,15,"Burglary",199
2017,15,"Fel. Assault",385
2017,15,"G.L.A.",73
2017,15,"Gr. Larceny",768
2017,15,"Misd. Assault",940
2017,15,"Murder",6
2017,15,"Petit Larceny",1485
2017,15,"Rape",30
2017,15,"Robbery",244
2017,16,"Burglary",212
2017,16,"Fel. Assault",336
2017,16,"G.L.A.",90
2017,16,"Gr. Larceny",782
2017,16,"Misd. Assault",957
2017,16,"Murder",4
2017,16,"Petit Larceny",1567
2017,16,"Rape",22
2017,16,"Robbery",249
2017,17,"Burglary",213
2017,17,"Fel. Assault",378
2017,17,"G.L.A.",89
2017,17,"Gr. Larceny",798
2017,17,"Misd. Assault",973
2017,17,"Murder",5
2017,17,"Petit Larceny",1569
2017,17,"Rape",22
2017,17,"Robbery",244
2017,18,"Burglary",224
2017,18,"Fel. Assault",386
2017,18,"G.L.A.",92
2017,18,"Gr. Larceny",884
2017,18,"Misd. Assault",1116
2017,18,"Murder",3
2017,18,"Petit Larceny",1622
2017,18,"Rape",43
2017,18,"Robbery",254
2017,19,"Burglary",223
2017,19,"Fel. Assault",373
2017,19,"G.L.A.",81
2017,19,"Gr. Larceny",781
2017,19,"Misd. Assault",928
2017,19,"Murder",2
2017,19,"Petit Larceny",1513
2017,19,"Rape",19
2017,19,"Robbery",248
2017,20,"Burglary",215
2017,20,"Fel. Assault",464
2017,20,"G.L.A.",109
2017,20,"Gr. Larceny",781
2017,20,"Misd. Assault",1112
2017,20,"Murder",7
2017,20,"Petit Larceny",1567
2017,20,"Rape",28
2017,20,"Robbery",261
2017,21,"Burglary",232
2017,21,"Fel. Assault",469
2017,21,"G.L.A.",110
2017,21,"Gr. Larceny",824
2017,21,"Misd. Assault",1036
2017,21,"Murder",7
2017,21,"Petit Larceny",1780
2017,21,"Rape",24
2017,21,"Robbery",273
2017,22,"Burglary",222
2017,22,"Fel. Assault",417
2017,22,"G.L.A.",106
2017,22,"Gr. Larceny",830
2017,22,"Misd. Assault",1100
2017,22,"Murder",7
2017,22,"Petit Larceny",1669
2017,22,"Rape",40
2017,22,"Robbery",283
2017,23,"Burglary",241
2017,23,"Fel. Assault",403
2017,23,"G.L.A.",100
2017,23,"Gr. Larceny",823
2017,23,"Misd. Assault",1012
2017,23,"Murder",3
2017,23,"Petit Larceny",1565
2017,23,"Rape",26
2017,23,"Robbery",292
2017,24,"Burglary",209
2017,24,"Fel. Assault",416
2017,24,"G.L.A.",111
2017,24,"Gr. Larceny",823
2017,24,"Misd. Assault",1106
2017,24,"Murder",2
2017,24,"Petit Larceny",1682
2017,24,"Rape",31
2017,24,"Robbery",296
2017,25,"Burglary",198
2017,25,"Fel. Assault",459
2017,25,"G.L.A.",116
2017,25,"Gr. Larceny",859
2017,25,"Misd. Assault",1103
2017,25,"Murder",8
2017,25,"Petit Larceny",1700
2017,25,"Rape",27
2017,25,"Robbery",252
2017,26,"Burglary",229
2017,26,"Fel. Assault",487
2017,26,"G.L.A.",124
2017,26,"Gr. Larceny",923
2017,26,"Misd. Assault",1173
2017,26,"Murder",7
2017,26,"Petit Larceny",1784
2017,26,"Rape",55
2017,26,"Robbery",277
2017,27,"Burglary",231
2017,27,"Fel. Assault",498
2017,27,"G.L.A.",93
2017,27,"Gr. Larceny",855
2017,27,"Misd. Assault",1084
2017,27,"Murder",11
2017,27,"Petit Larceny",1717
2017,27,"Rape",32
2017,27,"Robbery",290
2017,28,"Burglary",242
2017,28,"Fel. Assault",371
2017,28,"G.L.A.",121
2017,28,"Gr. Larceny",822
2017,28,"Misd. Assault",1037
2017,28,"Murder",11
2017,28,"Petit Larceny",1806
2017,28,"Rape",35
2017,28,"Robbery",255
2017,29,"Burglary",234
2017,29,"Fel. Assault",437
2017,29,"G.L.A.",140
2017,29,"Gr. Larceny",890
2017,29,"Misd. Assault",1072
2017,29,"Murder",8
2017,29,"Petit Larceny",1773
2017,29,"Rape",25
2017,29,"Robbery",314
2017,30,"Burglary",255
2017,30,"Fel. Assault",414
2017,30,"G.L.A.",128
2017,30,"Gr. Larceny",874
2017,30,"Misd. Assault",1072
2017,30,"Murder",5
2017,30,"Petit Larceny",1855
2017,30,"Rape",27
2017,30,"Robbery",274
2017,31,"Burglary",239
2017,31,"Fel. Assault",428
2017,31,"G.L.A.",116
2017,31,"Gr. Larceny",913
2017,31,"Misd. Assault",1002
2017,31,"Murder",3
2017,31,"Petit Larceny",1778
2017,31,"Rape",29
2017,31,"Robbery",263
2017,32,"Burglary",230
2017,32,"Fel. Assault",402
2017,32,"G.L.A.",134
2017,32,"Gr. Larceny",823
2017,32,"Misd. Assault",1000
2017,32,"Murder",4
2017,32,"Petit Larceny",1744
2017,32,"Rape",18
2017,32,"Robbery",299
2017,33,"Burglary",242
2017,33,"Fel. Assault",394
2017,33,"G.L.A.",144
2017,33,"Gr. Larceny",838
2017,33,"Misd. Assault",1034
2017,33,"Murder",6
2017,33,"Petit Larceny",1830
2017,33,"Rape",37
2017,33,"Robbery",300
2017,34,"Burglary",226
2017,34,"Fel. Assault",415
2017,34,"G.L.A.",142
2017,34,"Gr. Larceny",877
2017,34,"Misd. Assault",1031
2017,34,"Murder",2
2017,34,"Petit Larceny",1817
2017,34,"Rape",25
2017,34,"Robbery",290
2017,35,"Burglary",226
2017,35,"Fel. Assault",406
2017,35,"G.L.A.",146
2017,35,"Gr. Larceny",930
2017,35,"Misd. Assault",919
2017,35,"Murder",5
2017,35,"Petit Larceny",1915
2017,35,"Rape",53
2017,35,"Robbery",278
2017,36,"Burglary",210
2017,36,"Fel. Assault",421
2017,36,"G.L.A.",126
2017,36,"Gr. Larceny",850
2017,36,"Misd. Assault",979
2017,36,"Murder",4
2017,36,"Petit Larceny",1675
2017,36,"Rape",31
2017,36,"Robbery",247
2017,37,"Burglary",226
2017,37,"Fel. Assault",441
2017,37,"G.L.A.",116
2017,37,"Gr. Larceny",864
2017,37,"Misd. Assault",1094
2017,37,"Murder",4
2017,37,"Petit Larceny",1807
2017,37,"Rape",24
2017,37,"Robbery",249
2017,38,"Burglary",271
2017,38,"Fel. Assault",382
2017,38,"G.L.A.",121
2017,38,"Gr. Larceny",868
2017,38,"Misd. Assault",1098
2017,38,"Murder",4
2017,38,"Petit Larceny",1770
2017,38,"Rape",43
2017,38,"Robbery",289
2017,39,"Burglary",234
2017,39,"Fel. Assault",432
2017,39,"G.L.A.",98
2017,39,"Gr. Larceny",873
2017,39,"Misd. Assault",1053
2017,39,"Murder",12
2017,39,"Petit Larceny",1657
2017,39,"Rape",21
2017,39,"Robbery",285
2017,40,"Burglary",264
2017,40,"Fel. Assault",385
2017,40,"G.L.A.",130
2017,40,"Gr. Larceny",950
2017,40,"Misd. Assault",1033
2017,40,"Murder",4
2017,40,"Petit Larceny",1708
2017,40,"Rape",43
2017,40,"Robbery",276
2017,41,"Burglary",267
2017,41,"Fel. Assault",411
2017,41,"G.L.A.",131
2017,41,"Gr. Larceny",839
2017,41,"Misd. Assault",1012
2017,41,"Murder",5
2017,41,"Petit Larceny",1641
2017,41,"Rape",20
2017,41,"Robbery",272
2017,42,"Burglary",272
2017,42,"Fel. Assault",420
2017,42,"G.L.A.",134
2017,42,"Gr. Larceny",830
2017,42,"Misd. Assault",1037
2017,42,"Murder",4
2017,42,"Petit Larceny",1698
2017,42,"Rape",31
2017,42,"Robbery",279
2017,43,"Burglary",243
2017,43,"Fel. Assault",384
2017,43,"G.L.A.",146
2017,43,"Gr. Larceny",887
2017,43,"Misd. Assault",1032
2017,43,"Murder",5
2017,43,"Petit Larceny",1750
2017,43,"Rape",30
2017,43,"Robbery",304
2017,44,"Burglary",266
2017,44,"Fel. Assault",439
2017,44,"G.L.A.",138
2017,44,"Gr. Larceny",915
2017,44,"Misd. Assault",972
2017,44,"Murder",20
2017,44,"Petit Larceny",1698
2017,44,"Rape",34
2017,44,"Robbery",287
2017,45,"Burglary",254
2017,45,"Fel. Assault",318
2017,45,"G.L.A.",116
2017,45,"Gr. Larceny",802
2017,45,"Misd. Assault",954
2017,45,"Murder",5
2017,45,"Petit Larceny",1502
2017,45,"Rape",26
2017,45,"Robbery",276
2017,46,"Burglary",227
2017,46,"Fel. Assault",324
2017,46,"G.L.A.",104
2017,46,"Gr. Larceny",882
2017,46,"Misd. Assault",964
2017,46,"Murder",2
2017,46,"Petit Larceny",1613
2017,46,"Rape",27
2017,46,"Robbery",270
2017,47,"Burglary",263
2017,47,"Fel. Assault",327
2017,47,"G.L.A.",91
2017,47,"Gr. Larceny",844
2017,47,"Misd. Assault",937
2017,47,"Murder",3
2017,47,"Petit Larceny",1572
2017,47,"Rape",27
2017,47,"Robbery",277
2017,48,"Burglary",245
2017,48,"Fel. Assault",341
2017,48,"G.L.A.",103
2017,48,"Gr. Larceny",915
2017,48,"Misd. Assault",944
2017,48,"Murder",5
2017,48,"Petit Larceny",1759
2017,48,"Rape",38
2017,48,"Robbery",317
2017,49,"Burglary",252
2017,49,"Fel. Assault",337
2017,49,"G.L.A.",108
2017,49,"Gr. Larceny",882
2017,49,"Misd. Assault",922
2017,49,"Murder",3
2017,49,"Petit Larceny",1729
2017,49,"Rape",25
2017,49,"Robbery",273
2017,50,"Burglary",242
2017,50,"Fel. Assault",334
2017,50,"G.L.A.",80
2017,50,"Gr. Larceny",882
2017,50,"Misd. Assault",908
2017,50,"Murder",11
2017,50,"Petit Larceny",1587
2017,50,"Rape",23
2017,50,"Robbery",284
2017,51,"Burglary",265
2017,51,"Fel. Assault",364
2017,51,"G.L.A.",124
2017,51,"Gr. Larceny",867
2017,51,"Misd. Assault",961
2017,51,"Murder",5
2017,51,"Petit Larceny",1723
2017,51,"Rape",30
2017,51,"Robbery",299
2017,52,"Burglary",202
2017,52,"Fel. Assault",310
2017,52,"G.L.A.",112
2017,52,"Gr. Larceny",690
2017,52,"Misd. Assault",835
2017,52,"Murder",5
2017,52,"Petit Larceny",1259
2017,52,"Rape",19
2017,52,"Robbery",241
2018,1,"Burglary",198
2018,1,"Fel. Assault",336
2018,1,"G.L.A.",86
2018,1,"Gr. Larceny",675
2018,1,"Misd. Assault",844
2018,1,"Murder",3
2018,1,"Petit Larceny",1218
2018,1,"Rape",39
2018,1,"Robbery",229
2018,2,"Burglary",216
2018,2,"Fel. Assault",328
2018,2,"G.L.A.",87
2018,2,"Gr. Larceny",774
2018,2,"Misd. Assault",895
2018,2,"Murder",5
2018,2,"Petit Larceny",1441
2018,2,"Rape",17
2018,2,"Robbery",268
2018,3,"Burglary",222
2018,3,"Fel. Assault",375
2018,3,"G.L.A.",90
2018,3,"Gr. Larceny",777
2018,3,"Misd. Assault",984
2018,3,"Murder",8
2018,3,"Petit Larceny",1581
2018,3,"Rape",25
2018,3,"Robbery",259
2018,4,"Burglary",238
2018,4,"Fel. Assault",384
2018,4,"G.L.A.",91
2018,4,"Gr. Larceny",853
2018,4,"Misd. Assault",941
2018,4,"Murder",2
2018,4,"Petit Larceny",1628
2018,4,"Rape",16
2018,4,"Robbery",285
2018,5,"Burglary",222
2018,5,"Fel. Assault",366
2018,5,"G.L.A.",87
2018,5,"Gr. Larceny",791
2018,5,"Misd. Assault",931
2018,5,"Murder",3
2018,5,"Petit Larceny",1594
2018,5,"Rape",32
2018,5,"Robbery",240
2018,6,"Burglary",204
2018,6,"Fel. Assault",324
2018,6,"G.L.A.",92
2018,6,"Gr. Larceny",793
2018,6,"Misd. Assault",999
2018,6,"Murder",5
2018,6,"Petit Larceny",1418
